,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD,Totaal
voedselkilometer,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kringloopwaardig,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
mestverbetering,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
landbouwvoorlichter,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
nascholing,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
duurzaamheidsvoorwaardenin,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
assortiment,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
diervriendelijk,"0,0","0,0","0,0","1,0","0,0","0,0","2,0","0,0","1,0","0,0","0,0","1,0","0,0","5,0"
landbouwuitstoot,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
stikstofgas,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
opstapeling,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
intensiveert,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","4,0"
verhandelbare,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
stikstofrechten,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
landbouwgeld,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
inkomenssteun,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","4,0"
kringlooplandbouwprouw,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
mineralenbalans,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
remkes,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
milieuprestatie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
bodemgebruik,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
hoogwaardiger,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
rijp,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
rotte,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","3,0"
bodembiologie,"0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","4,0"
voedselrest,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
telen,"0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","5,0"
diervoedsel,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
versoepeld,"0,0","0,0","0,0","1,0","0,0","1,0","1,0","2,0","0,0","0,0","3,0","0,0","0,0","8,0"
importheffing,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
teelt,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","7,0","0,0","1,0","1,0","0,0","11,0"
landbouwbudget,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
landbouwgif,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","9,0","0,0","0,0","1,0","0,0","11,0"
urine,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
verrotten,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
methaan,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ammoniak,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
verbouwing,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","4,0"
emissiearme,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","4,0"
vloer,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
drijfmest,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
reststof,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
mestnorm,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
grondsoort,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
landbouwbodem,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0"
teeltmethoden,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
bodembewerking,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
gewasrotatie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
bedekken,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
gewas,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","3,0"
scheurverbod,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
melkveehouder,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
uitspoelingsgevoelige,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
voergewas,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verontreiniging,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
eutrofiëring,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
koolstof,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verpachting,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
bodembeheer,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","2,0","0,0","1,0","5,0"
bodempaspoort,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
aankunnen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","3,0"
gemodificeerde,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
gmo,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
veredelde,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
zaad,"0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
gepatenteerd,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kwekersrecht,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","3,0"
patent,"0,0","0,0","1,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","4,0"
remmen,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0"
genbewerking,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
revolutionair,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
preciezer,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
wageningse,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
bioloog,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
ecolog,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
legio,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
nitraatrichtlijn,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","2,0"
kooien,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","3,0","0,0","0,0","0,0","0,0","5,0"
uitgefaseerd,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
brandveiligheid,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
dierenpolitie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","2,0","0,0","0,0","0,0","4,0"
dierenslachterij,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
cameratoezicht,"0,0","0,0","0,0","1,0","0,0","1,0","0,0","2,0","2,0","0,0","0,0","0,0","3,0","9,0"
slachterijen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","2,0","3,0","0,0","0,0","0,0","1,0","7,0"
veetransport,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
overgaan,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","9,0","12,0"
transporteren,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","3,0"
karkasse,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
levend,"0,0","0,0","0,0","1,0","0,0","0,0","2,0","0,0","16,0","1,0","2,0","0,0","1,0","23,0"
dierproeven,"0,0","0,0","0,0","3,0","0,0","1,0","1,0","0,0","6,0","0,0","0,0","0,0","3,0","14,0"
onderzoeksmethoden,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","2,0"
onderzoeksresultaat,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
fok,"0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","7,0","0,0","0,0","0,0","2,0","11,0"
raskenmerken,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
positieflijst,"0,0","0,0","0,0","2,0","0,0","0,0","1,0","0,0","2,0","1,0","0,0","0,0","0,0","6,0"
zoogdier,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
reptiel,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
amfibieën,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
ongeschikte,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
doden,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","12,0","0,0","1,0","0,0","0,0","14,0"
schadebestrijding,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kennisinstituten,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
dierplaagbeheersing,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
illegaal,"0,0","0,0","0,0","11,0","3,0","3,0","1,0","2,0","7,0","3,0","4,0","0,0","11,0","45,0"
massale,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
besmettelijk,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","3,0"
vernietiging,"0,0","0,0","0,0","1,0","0,0","1,0","2,0","0,0","4,0","0,0","1,0","1,0","0,0","10,0"
verspreiding,"0,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","2,0","0,0","5,0","0,0","6,0","16,0"
gespeurd,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
smokkel,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
registratiesysteem,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","4,0"
vogelsoort,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
opvangcentrum,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","5,0","0,0","4,0","0,0","2,0","13,0"
kwaliteitsstandaard,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
energierevolutie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verduurzaamd,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
olie,"0,0","0,0","2,0","2,0","0,0","1,0","3,0","0,0","1,0","0,0","2,0","0,0","2,0","11,0"
pieken,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","1,0","6,0"
real,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
time,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","2,0"
transitiebrandstof,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
basisbedrag,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
leveringszeker,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
an,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
centrale,"0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","5,0"
houtige,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
kolencentrale,"0,0","0,0","0,0","3,0","3,0","2,0","4,0","2,0","4,0","1,0","1,0","1,0","5,0","26,0"
windenergiëprojen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
duurzaamheidsdoelstelling,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
windpark,"0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","9,0","1,0","2,0","16,0"
verhinderen,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","4,0"
windenergiesector,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
energiecollectief,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
buurtwindmolen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
windmool,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
energiecoöperatie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
windmolenpark,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
windparkfonds,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
obligatie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
omwonendenregeling,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
wooncorporatie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
zonneladder,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","3,0"
ruimtebesparing,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
taluds,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ongebruikte,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
haalbaarheidsstudie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
zonnedak,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
paneel,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","3,0"
installeren,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
bedrijfsdakent,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
maatregelenlijst,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
gigantisch,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","1,0","2,0","0,0","0,0","5,0"
ondiep,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
windturbine,"0,0","0,0","0,0","1,0","0,0","3,0","0,0","0,0","1,0","7,0","0,0","0,0","0,0","12,0"
gigawatt,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
restricties,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
netwerkbeheerder,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
tennet,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
oesterbanken,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
energieproductie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","6,0"
stroomnet,"0,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0"
verzwaring,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
netbeheerder,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","7,0","0,0","0,0","9,0"
rijksarchitect,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
nettarief,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
elektriciteitsgebruiker,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
gelijkmatiger,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
etmaal,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
energieopslagsystemen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
vrijgesteld,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","2,0","0,0","1,0","6,0"
prijszones,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
thuisbatterij,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
russisch,"0,0","0,0","0,0","3,0","0,0","0,0","0,0","1,0","0,0","2,0","3,0","0,0","3,0","12,0"
schaliegas,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","2,0","1,0","0,0","0,0","0,0","0,0","4,0"
betrouwbaarder,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","3,0"
scandinavisch,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
alpenland,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
waterkracht,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
zuidelijk,"0,0","0,0","1,0","1,0","1,0","0,0","0,0","4,0","1,0","0,0","0,0","1,0","0,0","8,0"
interconnectie,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
elektriciteitstransport,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
goedkoopst,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
acer,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
promoveren,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
haalbaarheidsonderzoek,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0"
onderhandelen,"0,0","0,0","0,0","2,0","0,0","1,0","0,0","2,0","0,0","2,0","1,0","0,0","1,0","9,0"
verbruik,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0","2,0","0,0","1,0","6,0"
gasnetwerk,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","3,0"
transportmiddelen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
landbouwmachine,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
mengen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","2,0","5,0"
bijgemengd,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
crisisaanpak,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","3,0"
inspecteren,"0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
versterkingsnorm,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verholp,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
berokkenen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
gasveld,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","4,0"
nulmeting,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
mijnbouwschades,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
omkering,"0,0","0,0","0,0","1,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
waterstofrotonde,"0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
zeehaven,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","3,0"
energieregio,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
elektriciteitsproductie,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
draaiuur,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
leidingennetwerk,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
vlaanderen,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","3,0"
ruhrgebied,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
geëxporteerd,"0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","4,0"
bevoorrading,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","2,0","0,0","0,0","4,0"
mwh,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
desalniettemin,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
marktspeler,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ontmanteling,"0,0","0,0","0,0","2,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","4,0"
