,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
welvaartsindicator,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welvaartsstijging,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welwaart,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welwillende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
welzijnsactiviteit,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welzijnsmedewerker,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welzijnswerk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,0","0,0"
wenselijkheid,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wensen,"0,0","0,0","0,068","0,1638","0,0","0,0","0,0","0,0477","0,0","0,0","0,2762","0,0","0,1049"
wereldwijde,"0,0","0,0","0,068","0,2948","0,3068","0,2626","0,3267","0,0955","0,1494","0,2505","0,0691","0,0","0,2622"
weren,"0,0","0,0","0,068","0,0655","0,0","0,1313","0,0","0,0477","0,0498","0,0","0,0","0,2282","0,0"
werkdag,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0955","0,0498","0,0","0,0345","0,0","0,0524"
werkdrukmiddelen,"0,0","0,0","0,068","0,0","0,0","0,0","0,1633","0,0","0,0","0,0","0,0","0,0","0,0"
werkelijkheid,"0,0","0,0","0,034","0,0655","0,1534","0,1313","0,1633","0,0477","0,1494","0,0","0,1036","0,2282","0,0"
werkend,"0,0","0,0","0,034","0,0983","0,0","0,0","0,0","0,1432","0,0","0,0","0,0691","0,4564","0,1049"
werkendenkorting,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
werker,"0,0","0,0","0,2379","0,0","0,0","0,0","0,245","0,0477","0,0498","0,0","0,0691","0,0","0,0"
werkervaring,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
werkgebieden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
werkgeverschap,"0,0","0,0","0,034","0,0328","0,0","0,0","0,3267","0,0477","0,0","0,0","0,1036","0,2282","0,0"
werkomgeving,"0,0","0,0","0,034","0,0983","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
werkvergunning,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4564","0,0"
werkweek,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,1432","0,0498","0,0","0,0","0,0","0,0"
werkzaamheden,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0477","0,0","0,0","0,1381","0,0","0,0"
werpen,"0,0","0,0","0,034","0,0328","0,3068","0,0","0,0","0,0955","0,0498","0,0","0,0","0,0","0,0"
west,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
westerkwartier,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
westers,"0,0","0,0","0,034","0,0","0,6137","0,1313","0,0","0,0477","0,249","0,501","0,1036","0,0","0,0"
wieksen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wierde,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
wifi,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
wijkbewoner,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wijkgerichte,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wijkrestaurant,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wijkverpleegkundig,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wijkverpleegkundige,"0,0","0,0","0,034","0,0","0,4603","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wijkverpleging,"0,0","0,0","0,034","0,0983","0,0","0,0","0,0817","0,0","0,0498","0,0","0,2072","0,0","0,0524"
wijsheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wijten,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
willekeur,"0,0","0,0","0,034","0,0983","0,0","0,1313","0,1633","0,0","0,0","0,501","0,0345","0,0","0,1573"
wind,"0,0","0,0","0,2379","0,1638","0,0","0,3939","0,0","0,0477","0,0996","0,0","0,0691","0,0","0,1049"
windmolenparken,"0,0","0,0","0,068","0,131","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
windstreken,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
winning,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0817","0,0","0,1992","0,0","0,0691","0,0","0,0"
winstbelasting,"0,0","0,0","0,1699","0,0655","0,1534","0,0","0,245","0,0955","0,0","0,0","0,0","0,4564","0,0"
winstbelastingafdracht,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
winstdeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0"
winter,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
winzen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wirwar,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
wissel,"0,0","0,0","0,1359","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wisseling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
witwasfraude,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wlz,"0,0","0,0","0,1019","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
woekerrentes,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
wonden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,2505","0,0691","0,0","0,0"
wonderlijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
woningbezitter,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
woningbouwopgave,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woningbouwopgaven,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woningbouwproductie,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woningeigenaar,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,1049"
woningmarktbeleid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woningtype,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
woningvoorraad,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0691","0,0","0,0524"
woningwaard,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
woningwaarderingsstelsel,"0,0","0,0","0,034","0,0","0,0","0,0","0,1633","0,0477","0,0498","0,0","0,0","0,0","0,0524"
woningzoekend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
woonakkoord,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonbeleid,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0524"
wooncarrière,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wooncofperatie,"0,0","0,0","0,068","0,0328","0,0","0,0","0,245","0,1432","0,0","0,0","0,0","0,0","0,0"
woongelegenheid,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
woongroep,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonhuizen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
woonlandschap,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonlastenneutraal,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
woonplaatsbeginsel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonruimte,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0477","0,5478","0,0","0,1726","0,2282","0,0524"
woonvisie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
woonzorg,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonzorgconcepten,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woonzorgproject,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
work,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
worstelen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,1381","0,0","0,0"
worsteling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wortelingsregeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
woz,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wrang,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
wsnp,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ww,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,1909","0,0","0,7515","0,0691","0,0","0,1573"
xgevent,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
xinjiang,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zaakbelasting,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zachtmoedigheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zak,"0,0","0,0","0,068","0,0655","0,0","0,0","0,0","0,1432","0,0996","0,0","0,0","0,0","0,0"
zakt,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
zandgrond,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
zbots,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zedendelict,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,501","0,0345","0,0","0,1573"
zeebodem,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0524"
zeesluis,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zeespiegel,"0,0","0,0","0,068","0,0655","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
zeewierteelt,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zeeën,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,249","0,0","0,0","0,0","0,0"
zekerheidspremies,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelden,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0817","0,0","0,0996","0,0","0,0691","0,2282","0,0"
zeldzaamheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zeldzamer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfdoding,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0955","0,0498","0,0","0,1381","0,0","0,0"
zelfdodingsmiddel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfhulpmodule,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfmoordpil,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
zelfmoordpreventie,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
zelfredzaam,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0345","0,0","0,1049"
zelfredzaamheidscheck,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfrespect,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfvoorzienend,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zelfvoorzienendheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zevenaar,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zichtbaarheid,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zie,"0,0","0,0","0,1699","0,0983","0,0","0,1313","0,0","0,5728","0,0","0,0","0,0345","0,0","0,0"
ziekenhuisbehandeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
ziekenhuisbestuur,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ziekmakende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
ziel,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0817","0,0955","0,0","0,0","0,0","0,0","0,0"
zijden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zijlijn,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zin,"0,0","0,0","0,1019","0,2293","0,1534","0,0","0,0","0,1432","0,0498","0,0","0,2762","0,2282","0,1573"
zinvingsvraagsen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zinvol,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0477","0,249","0,0","0,0345","0,0","0,1049"
zinvolle,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,1494","0,0","0,0345","0,0","0,0"
zodanig,"0,0","0,0","0,034","0,0655","0,3068","0,1313","0,0","0,0955","0,0996","0,0","0,2762","0,0","0,0"
zoekperiode,"0,0","0,0","0,068","0,0","0,1534","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
zoetwatervoorziening,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zoiets,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
zomer,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0817","0,0477","0,0996","0,0","0,0345","0,0","0,0"
zomers,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
zondagswerk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
zonderen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,1573"
zone,"0,0","0,0","0,1359","0,0328","0,0","0,0","0,1633","0,0","0,0498","0,0","0,0345","0,0","0,0524"
zonnepaneel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0345","0,0","0,0524"
zoom,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgbehoevend,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgcoöperatie,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgelijke,"0,0","0,0","0,1019","0,0","0,0","0,1313","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
zorghandeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorghart,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorginkoper,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
zorgkantoor,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
zorglocatie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
zorgpaden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgpartij,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgpersoneel,"0,0","0,0","0,034","0,0","1,8411","0,0","0,0","0,0955","0,0996","0,0","0,0","0,0","0,1049"
zorgplanning,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgplicht,"0,0","0,0","0,1019","0,0983","0,0","0,0","0,0","0,1432","0,0","0,0","0,0345","0,0","0,0"
zorgraad,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgregio,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgregiot,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgsector,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
zorgstelsel,"0,0","0,0","0,2039","0,131","0,4603","0,0","0,0817","0,0","0,1494","0,0","0,1381","0,0","0,0"
zorgsystemen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zorgtoeslag,"0,0","0,0","0,034","0,0328","0,0","0,0","0,1633","0,1909","0,0","0,2505","0,0","0,2282","0,1049"
zorguitgaven,"0,0","0,0","0,1359","0,1638","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
zorgverlener,"0,0","0,0","0,1699","0,2293","0,4603","0,3939","0,0817","0,1432","0,1992","0,0","0,4834","0,2282","0,2622"
zorgverlening,"0,0","0,0","0,068","0,0","0,1534","0,0","0,0817","0,0","0,0","0,0","0,2072","0,0","0,0"
zorgverzekering,"0,0","0,0","0,034","0,0328","0,4603","0,1313","0,0","0,0","0,0996","0,0","0,1381","0,0","0,1049"
zorgverzekeringswet,"0,0","0,0","0,068","0,0983","0,0","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0524"
zorgvragen,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
zorgvrager,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,0","0,0"
zorgvuldige,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0955","0,0","0,0","0,0","0,0","0,0"
zorgvuldigheid,"0,0","0,0","0,068","0,0328","0,1534","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
zorgvuldigheidseis,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
zorgwekkend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0345","0,0","0,0"
zorgwetten,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1726","0,0","0,0"
zorgzaam,"0,0","0,0","0,2039","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,4564","0,0"
zorgzaamheid,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
zorgzame,"0,0","0,0","0,1699","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,0","0,0"
zoutwinning,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
zoönose,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,1992","0,0","0,0","0,0","0,0"
zuid,"0,0","0,0","0,1019","0,0328","0,0","0,1313","0,0817","0,0955","0,0","0,0","0,0","0,0","0,0"
zuidflank,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zuidgrenzen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zuivel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,3486","0,0","0,0","0,0","0,0"
zvw,"0,0","0,0","0,1359","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
zwanger,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,1726","0,0","0,0"
zwangerschap,"0,0","0,0","0,2379","0,2293","0,0","0,0","0,0817","0,0","0,0","0,0","0,1726","0,0","0,0"
zwangerschappen,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
zwangerschapsafbreking,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zwangerschapscursus,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zweden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
zwengelen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zwerfjongeren,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
zwitserland,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanbestedingsinstrument,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanbestedingswet,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanbrengen,"0,0","0,0","0,0","0,0328","0,0","0,1313","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
aandringt,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aandurven,"0,0","0,0","0,0","0,0655","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aangiftebalie,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanhaken,"0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanjaagteam,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aankomend,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aankomende,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
aankomst,"0,0","0,0","0,0","0,0328","0,3068","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
aankoopsubsidie,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aankunnen,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,0"
aanmelding,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanmerkelijk,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
aanplant,"0,0","0,0","0,0","0,0328","0,0","0,1313","0,0","0,0","0,249","0,0","0,0","0,0","0,1049"
aanraking,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,2387","0,1494","0,0","0,0","0,0","0,0524"
aansluitend,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
aansporing,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanstel,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,0"
aansturen,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanvoerketen,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
aanvraagcircus,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanvraagprocedures,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aanzienlijk,"0,0","0,0","0,0","0,0328","0,1534","0,1313","0,1633","0,0955","0,1494","0,0","0,0691","0,0","0,0"
aanzuigend,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
aard,"0,0","0,0","0,0","0,0655","0,0","0,0","0,0817","0,0477","1,7927","0,0","0,0","0,0","0,0"
aardgasleiding,"0,0","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
